age,job,marital,education,default,housing,loan,contact,month,day,duration,poutcome
45,admin.,single,secondary,no,no,yes,unknown,sep,22,10,failure
24,blue-collar,single,secondary,no,yes,no,cellular,may,15,311,unknown
49,self-employed,divorced,secondary,no,yes,no,cellular,nov,21,43,unknown
36,self-employed,married,tertiary,no,yes,no,unknown,jun,17,408,unknown
28,blue-collar,single,tertiary,no,yes,no,unknown,jun,6,144,unknown
54,retired,married,secondary,no,yes,yes,unknown,jun,19,216,unknown
27,blue-collar,single,primary,no,yes,no,unknown,jun,30,88,unknown
34,management,divorced,tertiary,no,no,yes,cellular,jul,18,93,unknown
40,management,single,tertiary,no,no,no,cellular,aug,27,165,unknown
32,admin.,single,tertiary,no,yes,yes,unknown,jun,26,271,unknown
41,admin.,married,secondary,no,yes,no,cellular,nov,17,595,unknown
38,services,single,primary,no,yes,no,cellular,may,13,531,unknown
35,admin.,single,secondary,no,no,no,unknown,jun,20,22,unknown
31,technician,married,secondary,no,no,no,unknown,may,20,199,unknown
47,entrepreneur,married,secondary,no,no,no,unknown,jun,19,563,unknown
41,admin.,married,secondary,no,no,no,cellular,nov,19,202,unknown
29,admin.,single,secondary,no,yes,no,unknown,jun,2,121,unknown
33,management,married,tertiary,no,yes,no,unknown,aug,7,12,unknown
89,retired,married,tertiary,no,no,no,telephone,aug,19,2027,unknown
54,blue-collar,married,secondary,no,yes,no,cellular,aug,27,164,unknown
72,retired,married,primary,no,no,no,cellular,aug,13,100,other
29,blue-collar,married,secondary,no,yes,no,unknown,may,6,215,unknown
41,blue-collar,married,secondary,no,yes,no,cellular,may,12,69,failure
39,housemaid,married,primary,no,yes,no,cellular,jul,14,377,unknown
41,services,divorced,secondary,no,yes,no,unknown,may,19,201,unknown
31,blue-collar,married,primary,no,yes,yes,unknown,may,30,30,unknown
32,services,married,secondary,no,yes,no,unknown,may,19,260,unknown
52,admin.,married,secondary,no,no,yes,cellular,jul,8,83,unknown
41,entrepreneur,married,tertiary,no,yes,no,cellular,may,5,456,failure
45,management,married,tertiary,no,yes,yes,unknown,jun,20,14,unknown
29,admin.,single,secondary,no,yes,no,cellular,feb,2,99,failure
32,admin.,married,tertiary,no,yes,no,unknown,may,5,138,unknown
35,blue-collar,married,secondary,no,no,no,unknown,may,20,60,unknown
54,technician,married,secondary,no,no,yes,cellular,jul,29,90,unknown
41,self-employed,married,secondary,no,yes,no,cellular,may,13,174,unknown
42,blue-collar,married,primary,no,yes,no,telephone,jul,31,175,unknown
59,management,divorced,tertiary,no,yes,no,cellular,apr,20,33,success
58,retired,married,primary,no,no,no,cellular,aug,4,506,unknown
32,services,single,secondary,no,no,no,cellular,jul,28,88,unknown
56,technician,single,primary,no,yes,no,telephone,feb,6,124,other
50,management,divorced,tertiary,no,yes,no,cellular,nov,21,124,failure
45,services,married,primary,no,no,no,unknown,jun,16,143,unknown
59,retired,married,secondary,no,no,no,unknown,jun,18,632,unknown
47,blue-collar,married,primary,no,yes,yes,unknown,jun,6,118,unknown
54,management,single,secondary,no,no,no,cellular,jul,30,101,unknown
40,services,married,secondary,no,yes,no,cellular,nov,21,7,failure
37,management,married,tertiary,no,no,no,cellular,aug,8,119,unknown
29,blue-collar,married,secondary,no,yes,yes,unknown,jun,19,262,unknown
36,blue-collar,married,primary,no,yes,no,cellular,nov,21,219,unknown
33,management,married,tertiary,no,yes,no,cellular,jul,9,310,unknown
32,management,divorced,tertiary,no,no,no,cellular,jul,17,321,unknown
53,technician,married,secondary,no,yes,no,cellular,feb,2,151,unknown
33,services,married,secondary,no,yes,yes,cellular,nov,21,588,failure
36,admin.,married,tertiary,no,yes,no,unknown,may,5,146,unknown
43,unemployed,divorced,secondary,no,no,no,cellular,nov,13,131,success
45,self-employed,married,tertiary,no,yes,yes,cellular,may,15,217,failure
52,services,married,secondary,no,no,no,cellular,aug,26,73,unknown
48,blue-collar,divorced,secondary,no,yes,no,cellular,may,18,7,unknown
40,management,married,tertiary,no,no,no,cellular,jul,28,761,unknown
31,technician,married,secondary,no,yes,no,cellular,may,12,259,unknown
34,services,single,secondary,no,yes,no,unknown,may,27,257,unknown
54,blue-collar,married,primary,no,yes,no,unknown,may,30,324,unknown
40,management,married,tertiary,no,no,no,telephone,may,4,364,other
55,unemployed,single,primary,no,no,no,cellular,feb,9,7,unknown
33,management,married,tertiary,no,no,no,cellular,nov,19,299,unknown
50,management,married,tertiary,no,no,yes,unknown,jun,20,156,unknown
59,retired,divorced,secondary,no,no,no,cellular,jan,28,192,unknown
40,services,married,secondary,no,yes,no,cellular,apr,13,128,unknown
45,admin.,married,secondary,no,yes,no,cellular,aug,11,173,unknown
32,management,married,tertiary,no,no,no,cellular,aug,28,90,failure
50,blue-collar,married,unknown,no,yes,no,unknown,may,15,200,unknown
58,blue-collar,married,secondary,no,yes,no,cellular,jul,8,144,unknown
38,management,married,tertiary,no,yes,no,cellular,apr,16,691,unknown
57,technician,married,secondary,no,yes,no,telephone,nov,21,232,unknown
31,blue-collar,married,secondary,no,yes,no,cellular,sep,23,245,unknown
69,retired,married,primary,no,no,no,cellular,aug,12,875,success
26,admin.,single,secondary,no,no,no,cellular,mar,30,171,unknown
30,admin.,married,secondary,no,no,no,cellular,apr,23,86,unknown
49,blue-collar,married,secondary,no,yes,yes,unknown,may,27,265,unknown
36,blue-collar,married,primary,no,no,no,cellular,feb,4,167,unknown
37,technician,married,secondary,no,yes,no,cellular,jul,3,112,other
55,blue-collar,divorced,primary,no,no,yes,cellular,jul,11,221,unknown
36,management,single,tertiary,no,yes,no,unknown,may,14,784,unknown
31,self-employed,married,secondary,no,yes,no,cellular,oct,13,845,failure
30,technician,divorced,secondary,no,yes,no,unknown,may,21,154,unknown
36,services,married,secondary,no,yes,yes,cellular,jul,15,201,unknown
50,self-employed,married,secondary,no,no,no,cellular,aug,14,219,unknown
53,unknown,married,unknown,no,no,no,cellular,aug,25,209,unknown
39,services,married,secondary,no,yes,yes,unknown,may,9,323,unknown
31,technician,married,tertiary,no,yes,no,cellular,aug,27,114,unknown
49,blue-collar,married,primary,no,no,no,cellular,aug,21,159,unknown
35,services,married,secondary,no,yes,no,cellular,nov,20,315,failure
45,blue-collar,married,primary,no,no,no,unknown,jun,17,99,unknown
30,management,single,secondary,no,no,no,cellular,aug,14,112,unknown
47,self-employed,married,primary,no,yes,no,cellular,nov,20,137,unknown
37,blue-collar,married,primary,no,yes,no,cellular,nov,21,14,other
35,technician,married,tertiary,no,no,no,cellular,apr,20,169,unknown
41,management,single,tertiary,no,no,no,cellular,aug,7,91,unknown
35,unemployed,married,secondary,no,yes,no,cellular,jul,28,173,unknown
60,retired,married,primary,no,no,no,cellular,jun,4,207,unknown
58,technician,married,secondary,no,yes,no,unknown,may,7,165,unknown
28,management,married,tertiary,no,yes,no,cellular,jul,31,59,unknown
57,unemployed,married,secondary,no,no,no,cellular,feb,5,343,unknown
35,management,married,tertiary,no,yes,no,cellular,apr,17,220,unknown
54,admin.,married,tertiary,no,yes,no,cellular,jul,10,268,unknown
31,management,single,tertiary,no,no,no,cellular,aug,11,119,unknown
32,blue-collar,single,secondary,no,no,no,unknown,may,21,738,unknown
56,admin.,single,secondary,no,no,no,cellular,jul,8,119,unknown
35,self-employed,married,tertiary,yes,no,yes,cellular,jul,8,259,unknown
33,blue-collar,married,secondary,no,no,no,unknown,may,16,144,unknown
50,technician,married,secondary,no,yes,no,cellular,feb,3,109,failure
46,management,single,secondary,no,yes,no,unknown,may,15,244,unknown
35,services,married,secondary,no,no,no,unknown,jun,9,115,unknown
49,admin.,married,secondary,no,yes,yes,cellular,may,18,22,unknown
56,management,divorced,tertiary,no,no,no,cellular,jul,28,101,unknown
33,blue-collar,single,primary,no,yes,no,unknown,may,9,180,unknown
37,entrepreneur,married,primary,no,no,no,cellular,jul,31,404,unknown
30,blue-collar,single,secondary,no,no,no,cellular,apr,2,206,unknown
34,admin.,single,secondary,no,yes,no,cellular,jul,28,219,unknown
29,blue-collar,single,secondary,no,yes,no,cellular,may,11,262,unknown
32,management,married,tertiary,no,no,yes,cellular,jul,22,29,unknown
29,blue-collar,married,primary,no,yes,no,cellular,jul,28,35,unknown
50,blue-collar,married,primary,no,no,yes,telephone,jul,10,160,unknown
58,technician,single,secondary,no,no,no,cellular,aug,13,460,unknown
30,management,married,tertiary,no,no,no,cellular,aug,20,552,unknown
52,entrepreneur,married,primary,no,no,yes,cellular,jul,10,124,unknown
39,management,married,tertiary,no,yes,no,unknown,jun,2,493,unknown
43,technician,divorced,secondary,no,yes,no,cellular,nov,17,190,failure
51,technician,married,secondary,no,no,no,cellular,aug,22,547,unknown
38,admin.,single,secondary,no,no,no,cellular,nov,20,441,unknown
30,self-employed,single,secondary,no,no,no,unknown,oct,20,7,unknown
52,management,divorced,primary,no,no,yes,cellular,jul,16,469,unknown
40,technician,married,tertiary,no,yes,yes,cellular,aug,19,264,unknown
37,technician,married,secondary,no,yes,yes,cellular,jul,15,101,unknown
30,blue-collar,married,secondary,no,yes,yes,unknown,may,23,148,unknown
51,management,married,tertiary,no,yes,no,cellular,aug,5,115,unknown
27,technician,single,secondary,no,no,no,unknown,may,19,193,unknown
35,blue-collar,married,secondary,no,yes,no,cellular,jul,16,102,unknown
47,admin.,married,tertiary,no,no,no,unknown,jun,20,77,unknown
29,blue-collar,married,secondary,no,yes,no,cellular,apr,20,172,other
52,admin.,married,secondary,no,yes,no,cellular,nov,19,172,unknown
43,admin.,single,secondary,no,no,no,cellular,feb,4,58,failure
31,blue-collar,married,primary,no,yes,no,telephone,may,13,43,failure
54,blue-collar,married,secondary,no,no,no,cellular,nov,18,373,unknown
59,housemaid,married,secondary,no,no,no,cellular,aug,5,123,unknown
51,blue-collar,married,secondary,no,yes,yes,unknown,may,6,121,unknown
32,management,married,tertiary,no,yes,no,telephone,nov,13,45,unknown
42,blue-collar,married,secondary,no,yes,yes,unknown,jun,2,312,unknown
46,blue-collar,married,secondary,no,yes,no,unknown,may,23,93,unknown
30,technician,single,secondary,no,no,no,cellular,nov,20,240,unknown
42,management,divorced,primary,no,yes,no,cellular,nov,19,73,unknown
39,blue-collar,married,primary,no,yes,no,unknown,may,7,481,unknown
31,management,single,tertiary,no,yes,no,cellular,aug,22,81,unknown
35,blue-collar,married,secondary,no,yes,no,unknown,may,28,245,unknown
34,admin.,married,secondary,no,no,yes,unknown,may,5,21,unknown
42,technician,divorced,secondary,no,yes,no,unknown,may,28,471,unknown
57,management,married,primary,no,yes,yes,telephone,jul,21,107,unknown
38,management,single,tertiary,no,no,no,cellular,aug,20,105,unknown
29,blue-collar,single,secondary,no,no,no,cellular,oct,15,294,other
46,management,married,secondary,no,yes,no,cellular,may,6,289,unknown
48,management,married,tertiary,no,no,no,cellular,aug,14,98,unknown
33,technician,married,secondary,no,no,no,cellular,aug,13,460,unknown
59,admin.,single,secondary,no,yes,yes,cellular,apr,20,84,unknown
23,technician,single,secondary,no,yes,yes,cellular,may,14,502,unknown
37,blue-collar,married,secondary,no,yes,no,cellular,may,5,159,unknown
40,technician,single,secondary,no,yes,yes,cellular,jan,29,155,failure
44,blue-collar,divorced,secondary,no,yes,no,unknown,may,27,112,unknown
37,blue-collar,single,secondary,no,yes,no,unknown,may,16,251,unknown
28,services,single,secondary,no,yes,no,telephone,may,12,345,unknown
39,technician,single,secondary,no,yes,no,unknown,jun,5,170,unknown
57,retired,divorced,primary,yes,no,yes,cellular,jul,24,125,unknown
38,blue-collar,single,unknown,no,yes,no,unknown,may,8,297,unknown
60,blue-collar,married,secondary,no,no,no,cellular,feb,4,147,unknown
38,management,divorced,tertiary,no,yes,no,cellular,jul,17,50,unknown
26,student,single,secondary,no,yes,no,cellular,may,5,620,unknown
32,blue-collar,married,secondary,no,yes,no,unknown,may,6,198,unknown
35,management,single,tertiary,no,yes,no,cellular,nov,19,274,unknown
30,management,single,secondary,no,no,no,cellular,aug,14,515,unknown
37,blue-collar,married,secondary,no,yes,no,cellular,may,7,434,failure
36,blue-collar,married,secondary,no,no,yes,cellular,jul,7,206,unknown
34,admin.,single,secondary,no,yes,yes,unknown,may,20,52,unknown
28,blue-collar,married,secondary,no,yes,no,unknown,jun,6,339,unknown
37,blue-collar,married,primary,no,yes,yes,unknown,jun,9,72,unknown
31,services,single,secondary,no,yes,no,unknown,may,7,193,unknown
34,blue-collar,married,primary,no,yes,no,telephone,may,8,26,unknown
28,technician,single,secondary,no,yes,no,cellular,jul,24,225,unknown
38,technician,married,tertiary,no,yes,no,cellular,feb,4,419,unknown
80,retired,married,primary,no,no,no,telephone,feb,26,37,unknown
59,retired,married,secondary,no,yes,yes,cellular,aug,5,223,unknown
54,management,married,tertiary,no,yes,no,cellular,nov,21,1195,other
29,blue-collar,single,tertiary,no,no,no,cellular,aug,10,170,unknown
39,technician,married,secondary,no,yes,no,cellular,jan,28,79,unknown
30,technician,single,secondary,no,no,no,cellular,jan,28,335,unknown
41,services,divorced,secondary,no,yes,no,cellular,may,11,246,unknown
48,technician,married,secondary,no,yes,yes,cellular,jul,9,112,unknown
26,blue-collar,married,secondary,no,yes,no,cellular,feb,4,820,unknown
55,admin.,married,primary,no,no,no,cellular,nov,21,124,unknown
36,admin.,single,secondary,no,yes,no,unknown,may,8,183,unknown
31,services,married,secondary,no,yes,no,cellular,may,6,1369,unknown
35,blue-collar,married,primary,yes,yes,yes,unknown,may,29,177,unknown
30,management,married,tertiary,no,no,no,cellular,aug,7,74,unknown
26,blue-collar,single,secondary,no,yes,no,cellular,jan,29,235,failure
32,management,married,tertiary,no,no,no,cellular,oct,8,282,unknown
43,blue-collar,divorced,primary,no,yes,no,cellular,nov,18,182,unknown
48,admin.,married,secondary,no,yes,no,cellular,apr,20,87,failure
49,technician,married,secondary,no,no,no,cellular,jul,27,266,unknown
34,blue-collar,married,secondary,no,yes,yes,cellular,jul,17,20,unknown
27,blue-collar,single,primary,no,yes,no,unknown,may,15,286,unknown
31,admin.,single,secondary,no,yes,no,unknown,may,19,104,unknown
35,technician,single,secondary,no,yes,no,cellular,may,15,75,failure
40,admin.,married,secondary,no,yes,no,cellular,jul,9,177,unknown
39,services,married,secondary,no,yes,no,unknown,may,20,793,unknown
19,student,single,unknown,no,no,no,cellular,aug,14,253,unknown
40,services,married,secondary,no,yes,no,cellular,may,11,270,failure
25,admin.,single,tertiary,no,yes,no,cellular,may,5,718,failure
38,technician,divorced,tertiary,no,yes,no,unknown,may,26,89,unknown
62,blue-collar,married,primary,no,no,no,cellular,oct,19,1020,unknown
27,services,married,secondary,no,yes,no,cellular,jul,23,198,unknown
40,technician,married,secondary,no,yes,yes,unknown,may,30,289,unknown
56,management,married,tertiary,no,no,no,telephone,nov,20,179,unknown
33,management,married,tertiary,no,no,no,cellular,aug,29,179,unknown
52,blue-collar,married,secondary,no,no,no,telephone,apr,30,37,unknown
33,blue-collar,married,secondary,no,yes,yes,cellular,jul,28,83,unknown
38,services,married,secondary,no,yes,no,unknown,may,28,66,unknown
27,services,married,secondary,no,yes,no,unknown,jun,30,85,unknown
54,retired,married,secondary,no,yes,yes,unknown,may,26,14,unknown
35,admin.,married,secondary,no,no,yes,unknown,jul,2,97,unknown
41,blue-collar,single,primary,no,yes,no,unknown,may,14,152,unknown
28,blue-collar,single,secondary,no,no,yes,cellular,jul,31,11,unknown
55,management,divorced,tertiary,no,yes,no,cellular,may,11,175,other
56,admin.,single,secondary,no,yes,no,telephone,may,7,45,failure
33,blue-collar,single,secondary,no,yes,no,cellular,may,12,360,other
42,technician,married,secondary,no,no,no,unknown,may,29,249,unknown
34,student,single,unknown,no,no,no,cellular,nov,9,600,failure
35,technician,single,secondary,no,no,no,cellular,jul,22,163,unknown
46,technician,divorced,secondary,no,yes,yes,unknown,may,26,200,unknown
31,self-employed,single,secondary,no,no,no,cellular,aug,11,312,unknown
48,self-employed,married,tertiary,no,yes,yes,cellular,nov,18,214,unknown
38,technician,married,secondary,no,no,no,cellular,feb,2,147,unknown
47,services,married,secondary,no,yes,yes,unknown,may,26,136,unknown
48,management,married,tertiary,no,yes,no,cellular,jul,14,125,unknown
57,technician,married,unknown,no,yes,no,unknown,may,7,96,unknown
30,admin.,married,secondary,no,yes,no,cellular,jul,28,101,unknown
39,blue-collar,married,primary,no,yes,no,unknown,may,8,277,unknown
31,management,single,tertiary,no,no,no,cellular,aug,28,162,unknown
44,blue-collar,married,secondary,no,yes,no,unknown,may,30,63,unknown
38,services,married,secondary,no,yes,no,cellular,apr,6,272,unknown
58,unknown,married,tertiary,no,no,no,unknown,jun,6,363,unknown
42,management,married,tertiary,no,no,no,cellular,aug,11,667,unknown
33,management,married,secondary,no,no,no,cellular,aug,28,80,unknown
55,retired,married,primary,no,no,no,cellular,aug,8,224,unknown
34,blue-collar,married,secondary,no,yes,no,unknown,may,26,317,unknown
30,unknown,single,unknown,no,no,no,cellular,nov,19,341,unknown
35,technician,single,secondary,no,no,no,cellular,aug,22,112,unknown
35,technician,married,secondary,no,yes,yes,cellular,nov,18,83,failure
56,retired,married,secondary,no,no,no,unknown,jun,20,123,unknown
27,management,single,tertiary,no,no,no,telephone,mar,22,174,success
39,self-employed,divorced,secondary,no,yes,no,unknown,may,23,210,unknown
36,admin.,married,secondary,no,yes,no,telephone,feb,4,185,unknown
35,self-employed,married,secondary,no,no,yes,unknown,jul,2,159,unknown
34,housemaid,single,primary,no,no,no,cellular,jan,30,10,other
28,unemployed,single,primary,no,no,no,cellular,feb,6,460,unknown
37,technician,married,secondary,no,yes,no,telephone,jul,16,109,unknown
57,technician,married,secondary,no,yes,no,cellular,may,7,539,unknown
34,services,married,secondary,no,yes,no,unknown,may,28,124,unknown
38,management,single,tertiary,no,yes,no,cellular,nov,18,253,failure
48,technician,married,primary,no,no,no,telephone,jul,9,36,unknown
35,admin.,married,secondary,no,no,no,cellular,jul,7,78,unknown
40,blue-collar,married,primary,yes,yes,no,unknown,may,23,298,unknown
48,services,divorced,primary,no,no,yes,unknown,jun,19,164,unknown
54,blue-collar,married,primary,no,yes,no,cellular,jul,29,337,unknown
49,services,divorced,secondary,no,no,yes,cellular,jul,29,92,unknown
38,technician,married,tertiary,no,no,no,cellular,aug,12,191,unknown
44,entrepreneur,married,tertiary,no,yes,no,cellular,nov,17,81,failure
44,unemployed,married,secondary,yes,yes,no,unknown,jun,3,113,unknown
60,admin.,married,secondary,no,no,no,cellular,mar,31,494,unknown
55,services,single,secondary,no,yes,no,unknown,may,12,178,unknown
27,student,single,primary,yes,no,no,unknown,aug,28,8,unknown
33,management,single,secondary,no,no,no,unknown,may,20,190,unknown
32,technician,married,secondary,no,yes,no,cellular,nov,17,114,unknown
51,blue-collar,married,secondary,no,yes,no,unknown,jun,4,28,unknown
44,admin.,married,secondary,no,yes,no,cellular,feb,3,321,other
49,blue-collar,married,primary,no,no,yes,telephone,jul,14,236,unknown
42,blue-collar,married,secondary,no,yes,no,cellular,may,12,118,unknown
35,services,married,secondary,no,yes,no,cellular,may,12,136,unknown
32,admin.,married,tertiary,no,yes,yes,cellular,may,5,100,other
39,technician,single,secondary,no,no,no,cellular,sep,10,315,failure
54,technician,married,secondary,no,no,yes,unknown,jun,20,294,unknown
35,technician,married,tertiary,no,no,no,cellular,aug,27,219,unknown
41,technician,single,primary,no,yes,no,cellular,may,13,262,failure
35,management,married,tertiary,no,yes,no,cellular,nov,20,298,success
41,blue-collar,married,secondary,no,yes,no,cellular,jan,29,636,unknown
36,technician,married,secondary,no,no,no,cellular,aug,20,100,unknown
51,self-employed,married,secondary,no,no,no,telephone,jun,2,392,unknown
59,unknown,single,secondary,no,no,no,unknown,jun,6,100,unknown
44,blue-collar,married,primary,no,yes,yes,cellular,nov,21,32,other
49,admin.,married,secondary,no,yes,no,cellular,apr,17,609,failure
37,admin.,single,tertiary,no,no,no,cellular,jul,30,60,unknown
60,technician,divorced,tertiary,no,yes,no,unknown,may,29,77,unknown
40,management,married,tertiary,no,yes,no,unknown,may,14,150,unknown
27,blue-collar,married,primary,yes,no,no,unknown,may,13,531,unknown
34,housemaid,married,secondary,yes,no,no,cellular,aug,21,398,unknown
41,technician,married,secondary,no,yes,no,unknown,may,21,115,unknown
39,services,married,secondary,no,no,no,cellular,may,14,1166,other
34,admin.,married,secondary,no,yes,no,unknown,may,5,198,unknown
38,blue-collar,divorced,secondary,no,yes,no,cellular,may,11,580,failure
56,blue-collar,married,primary,no,yes,no,cellular,jul,21,853,unknown
42,services,married,secondary,no,yes,yes,cellular,apr,17,161,failure
47,student,single,unknown,no,no,no,telephone,jul,15,119,unknown
32,blue-collar,married,secondary,no,yes,yes,cellular,feb,3,22,unknown
37,blue-collar,married,secondary,yes,yes,yes,unknown,jun,3,21,unknown
25,student,single,secondary,no,no,no,cellular,may,5,1100,unknown
29,technician,divorced,secondary,no,yes,yes,cellular,feb,4,25,unknown
48,management,divorced,tertiary,no,no,no,cellular,aug,12,152,unknown
39,self-employed,single,tertiary,no,yes,yes,cellular,apr,20,13,other
31,blue-collar,married,secondary,no,yes,no,cellular,jul,18,302,unknown
28,management,single,tertiary,no,yes,no,unknown,jun,4,386,unknown
32,management,married,tertiary,no,no,no,unknown,may,9,280,unknown
35,technician,married,tertiary,no,yes,yes,cellular,feb,2,76,other
51,admin.,married,unknown,no,yes,yes,telephone,may,11,567,failure
32,blue-collar,married,primary,no,yes,no,unknown,may,27,106,unknown
30,blue-collar,married,secondary,no,no,no,unknown,may,8,181,unknown
54,management,married,tertiary,no,yes,no,unknown,may,5,83,unknown
41,blue-collar,married,secondary,no,yes,no,unknown,may,14,249,unknown
35,admin.,single,primary,no,yes,no,unknown,may,16,148,unknown
44,technician,married,secondary,no,yes,no,cellular,aug,4,190,unknown
58,management,married,tertiary,no,yes,no,cellular,jun,3,1361,failure
43,blue-collar,married,primary,no,yes,no,cellular,may,14,131,other
52,blue-collar,married,secondary,no,yes,no,telephone,may,13,276,unknown
60,retired,married,primary,no,yes,no,unknown,jun,11,362,unknown
32,management,single,tertiary,no,no,no,unknown,may,29,187,unknown
41,blue-collar,married,secondary,no,yes,yes,cellular,jul,10,122,unknown
54,blue-collar,divorced,primary,no,yes,no,unknown,jun,4,71,unknown
30,blue-collar,single,secondary,no,yes,no,unknown,may,16,329,unknown
36,technician,single,secondary,no,no,no,cellular,aug,29,493,unknown
27,admin.,single,secondary,no,no,no,cellular,jul,21,104,failure
32,technician,single,secondary,no,yes,no,cellular,may,7,213,unknown
34,management,married,tertiary,no,no,no,cellular,aug,6,139,unknown
43,admin.,married,secondary,no,no,no,cellular,jul,23,129,unknown
43,services,married,primary,no,yes,no,cellular,may,14,109,failure
31,management,divorced,tertiary,no,yes,no,cellular,nov,19,168,unknown
37,technician,married,secondary,no,yes,no,unknown,may,30,103,unknown
51,technician,divorced,secondary,no,yes,no,unknown,may,28,463,unknown
52,blue-collar,married,secondary,no,yes,no,cellular,may,13,365,unknown
57,blue-collar,married,secondary,no,yes,yes,unknown,jun,18,97,unknown
32,technician,single,tertiary,no,yes,no,unknown,may,23,85,unknown
47,admin.,married,secondary,no,yes,no,cellular,may,14,80,unknown
31,management,married,tertiary,no,no,no,cellular,jul,22,47,unknown
27,blue-collar,single,secondary,no,yes,no,unknown,may,20,16,unknown
31,blue-collar,single,primary,no,yes,no,cellular,may,18,87,unknown
36,admin.,divorced,tertiary,no,yes,no,unknown,may,26,172,unknown
44,blue-collar,married,primary,no,no,no,cellular,jul,10,338,unknown
34,blue-collar,married,primary,no,yes,no,cellular,apr,20,423,unknown
32,housemaid,married,primary,no,yes,no,cellular,may,12,324,unknown
52,management,married,secondary,no,yes,yes,unknown,may,27,62,unknown
60,retired,divorced,primary,no,yes,yes,cellular,jan,29,192,unknown
30,services,single,secondary,no,no,yes,unknown,jun,26,29,unknown
48,blue-collar,married,primary,no,yes,yes,unknown,may,19,289,unknown
39,management,married,primary,no,no,no,unknown,jun,9,161,unknown
59,management,divorced,tertiary,no,yes,no,cellular,jul,31,52,unknown
42,admin.,married,secondary,no,yes,no,unknown,may,7,202,unknown
77,retired,married,secondary,no,no,no,telephone,feb,4,141,unknown
29,technician,married,secondary,no,yes,no,cellular,feb,5,253,unknown
49,technician,divorced,secondary,no,no,no,cellular,aug,8,219,unknown
57,retired,married,secondary,no,yes,no,unknown,jun,6,198,unknown
37,blue-collar,married,secondary,no,yes,yes,cellular,may,7,490,unknown
35,technician,married,secondary,no,yes,no,cellular,may,11,204,failure
63,retired,divorced,secondary,no,no,no,cellular,feb,13,92,unknown
37,technician,married,secondary,no,no,no,cellular,aug,29,301,unknown
37,services,married,secondary,no,yes,no,unknown,may,8,352,unknown
52,admin.,married,secondary,no,yes,no,cellular,feb,9,172,unknown
60,retired,married,secondary,no,no,no,cellular,aug,5,143,unknown
36,technician,married,secondary,no,yes,yes,unknown,jun,27,56,unknown
48,self-employed,married,secondary,no,no,no,cellular,aug,21,136,unknown
47,entrepreneur,married,tertiary,no,no,no,telephone,nov,18,103,unknown
56,management,divorced,tertiary,no,no,no,unknown,may,28,77,unknown
45,blue-collar,married,secondary,no,no,no,cellular,jul,30,25,unknown
53,housemaid,married,secondary,no,yes,no,cellular,sep,7,82,failure
56,blue-collar,married,secondary,no,yes,no,unknown,may,19,27,unknown
59,technician,married,secondary,no,no,no,cellular,aug,14,200,unknown
34,management,married,tertiary,no,no,no,cellular,may,26,147,unknown
45,unemployed,single,primary,no,no,no,cellular,jul,8,286,unknown
32,technician,married,unknown,no,yes,no,unknown,may,21,12,unknown
60,self-employed,married,secondary,no,no,no,unknown,jun,6,97,unknown
54,blue-collar,divorced,secondary,no,no,yes,cellular,nov,20,230,unknown
41,services,married,secondary,no,yes,no,unknown,may,5,114,unknown
44,blue-collar,married,secondary,no,yes,no,cellular,apr,20,87,failure
40,technician,married,secondary,no,yes,no,cellular,feb,6,252,unknown
40,services,divorced,primary,no,yes,no,unknown,jun,2,86,unknown
29,technician,married,secondary,no,no,no,cellular,jul,14,131,unknown
28,technician,married,secondary,no,yes,no,unknown,may,9,179,unknown
35,management,married,tertiary,no,no,no,cellular,nov,19,185,unknown
33,management,married,tertiary,no,yes,no,cellular,may,15,102,failure
33,management,single,tertiary,no,no,no,cellular,aug,21,329,unknown
50,retired,married,primary,no,no,no,unknown,jun,20,135,unknown
56,management,married,primary,no,yes,no,cellular,nov,17,282,unknown
37,management,single,tertiary,no,no,no,cellular,aug,11,90,unknown
53,technician,married,secondary,no,no,no,unknown,jun,18,443,unknown
27,blue-collar,single,secondary,no,no,no,cellular,feb,26,590,unknown
46,technician,married,secondary,no,yes,no,cellular,feb,3,67,unknown
36,blue-collar,divorced,secondary,no,no,yes,cellular,jul,15,106,unknown
37,admin.,married,secondary,no,no,no,cellular,jul,31,126,unknown
28,admin.,married,tertiary,no,yes,yes,cellular,feb,11,56,failure
40,blue-collar,married,primary,no,no,yes,cellular,jul,10,214,unknown
48,blue-collar,married,primary,no,no,yes,cellular,aug,6,90,unknown
46,services,married,primary,no,yes,no,cellular,may,18,267,failure
39,technician,married,primary,no,yes,no,cellular,apr,17,266,unknown
37,management,single,tertiary,no,yes,no,cellular,may,18,28,unknown
26,admin.,single,secondary,no,yes,no,cellular,may,18,19,other
35,blue-collar,divorced,primary,no,no,yes,cellular,jul,9,364,unknown
37,management,single,tertiary,no,no,no,cellular,jul,7,643,unknown
32,entrepreneur,married,secondary,no,yes,no,cellular,nov,18,271,unknown
31,admin.,single,secondary,no,yes,no,cellular,may,18,145,unknown
36,housemaid,single,tertiary,no,no,no,unknown,jun,6,274,unknown
36,management,married,tertiary,no,no,no,cellular,aug,11,176,unknown
38,services,married,secondary,no,yes,no,cellular,apr,20,111,failure
45,admin.,married,secondary,no,no,no,cellular,may,22,119,unknown
58,housemaid,married,tertiary,no,no,no,unknown,jun,11,138,unknown
